date,massif,orientation,secteur,lat_depart,lon_depart,pente,activite
06 fevrier 2019 ,Beaufortain,W,Beaufortain ,45.7731,06.6382,">40° sur 200m, assez étroit", rien ce jour sur l'itinéraire
06 fevrier 2019 ,Chartreuse,T,Chartreuse ,45.33112,5.84682,35 sur 300m,rien vu ce qui veut dire que les grandes purges n'ont sont pas encore tombée. La sagesse a parlé le Pas de l'oeil encore vierge ainsi que le col des Ayes.
06 fevrier 2019 ,Belledonne,N,Grésivaudan ,45.1870,5.8994,40° sur 100m,Ras ce jour
06 fevrier 2019 ,Vercors,NE,Vercors ,45.0198,05.5313,un peu de 30°,ras
06 fevrier 2019 ,Bauges,NW,Bauges ,45.7137,06.2753,35°,NEANT
06 fevrier 2019 ,Vercors,W,Vercors ,45.0715,05.5788,40-45°/200m,"Petites coulées superficielles, absolument rien de méchant"
06 fevrier 2019 ,Préalpes de provence,S,,44.11444,5.78083,faible,RAS
06 fevrier 2019 ,Chartreuse,W,Chartreuse ,45.3443,05.8165,30°,ras
06 fevrier 2019 ,Chablais - Faucigny,N,Chablais ,46.2093,06.5761,45°/150 passage à 50°,ras
06 fevrier 2019 ,Haut Giffre - Aiguilles Rouges,T,Vallée de l'Arve ,45.9693,06.8750,40° sur 100 m,ras
06 fevrier 2019 ,Taillefer - Matheysine,NE,Matheysine et périphériques ,45.02917,5.755,pente faible,RAS
05 fevrier 2019 ,Mercantour - Alpes Maritimes Italiennes,SE,Roya ,44.09809,7.505764,30° sous le col,Néant mais gros transport de neige par un vent de SW visiblement violent. toute les faces W sont pelées par le vent.
05 fevrier 2019 ,Devoluy,E,Devoluy ,44.7203,05.8807,faible,ras
05 fevrier 2019 ,Queyras - Alpes Cozie N,W,"Haute Durance, Briançonnais ",44.85518,6.72729,&amp;lt;35°,RAS
05 fevrier 2019 ,Préalpes Fribourgeoises/Bernoises,W,Gruyère - Pays d'En Haut - Singine ,46.5381,7.0866,30-35° sur 500m,"ras , superbe neige poudreuse 30cm non ventée et restant excellente dans ce versant ouest nord ouest"
05 fevrier 2019 ,Bauges,NW,Bauges ,45.56174,6.042256,30°,Rien vu
05 fevrier 2019 ,Mercantour - Alpes Maritimes Italiennes,SW,Haut-Var ,44.06913,6.613911,faible ,"Néant, itinéraire à l'abri."
05 fevrier 2019 ,Bornes - Aravis,NE,Borne-Fier ,45.8467,06.3151,max 35°,"RAS tant mieux ça ""semble"" assez stable"
05 fevrier 2019 ,Bornes - Aravis,S,Borne-Fier ,46.0221,06.3232,30° max,Néant...
05 fevrier 2019 ,Devoluy,E,Devoluy ,44.7203,05.8807,Faible,rien sur l'itinéraire mais quelques petites coulées  en orientation nord suite probablement à la rupture de petite corniche. énorme purge autour du chorum olympique. une trace de cassure dans la face sud de rocher rond sous le sommet.
05 fevrier 2019 ,Beaufortain,N,Beaufortain ,45.7577,06.6128,30°,Rien vu ce jour. des coulées de surface en sud raide. Une plaque partie en NW juste sous le sommet des Enclaves. Les quantités sont impressionnantes ce qui n'invite pas (on a plus trop l'habitude) à aller titiller de grandes pentes raides. Présence de multiples corniches au col du Sallestet par vent de Sud.
05 fevrier 2019 ,Chablais - Faucigny,W,Faucigny ,46.0992,06.4383,30°max,"Rien ce jour, quelle que soit l'orientation."
05 fevrier 2019 ,Queyras - Alpes Cozie N,W,Queyras ,44.73689,6.83959,faible,RAS; mais les gobelets sont toujours là !
05 fevrier 2019 ,Devoluy,S,Devoluy ,44.57921,5.960919,25° sur 400m,RAS
05 fevrier 2019 ,Bauges,E,Bauges ,45.63847,6.19243,30° maxi,ras
05 fevrier 2019 ,Taillefer - Matheysine,N,Matheysine et périphériques ,44.9617,05.8749,Maxi 40°,belle avalanche ayant purgé Vallon Guillaume et Combe de Lamas le vendredi dernier. RAS ce jour.
05 fevrier 2019 ,Chablais - Faucigny,W,Chablais ,46.35778,6.69722,30°,aucune
05 fevrier 2019 ,Bauges,NW,Bauges ,45.7137,06.2753,35°,ras
04 fevrier 2019 ,Cerces - Thabor - Mont Cenis,E,"Haute Durance, Briançonnais ",44.95554,6.67754,<25,rien
04 fevrier 2019 ,Mont Blanc,N,Valais Central ,46.0314,07.1075,48°/100 et 38°/400m,RAS
04 fevrier 2019 ,Bauges,W,Bauges ,45.7365,06.1601,30°,RAS
04 fevrier 2019 ,Massif Central,E,,45.42529,4.617635,30-35° au max,RAS mais des congères rarement vues ici et même une petite corniche!
04 fevrier 2019 ,Massif Central,NE,,45.5644,3.87968,30°max,RAS
04 fevrier 2019 ,Jura,E,,46.24784,5.957915,45 % court et un peu plus si corniche au sommet ,RAS
04 fevrier 2019 ,Devoluy,E,Champsaur ,44.6141,06.0812,30° maxi,RAS
04 fevrier 2019 ,Queyras - Alpes Cozie N,NW,Queyras ,44.71893,6.90379,passages 35°,RAS
04 fevrier 2019 ,Chartreuse,SW,Grésivaudan ,45.2735,05.6790,35°,RAS
04 fevrier 2019 ,Mercantour - Alpes Maritimes Italiennes,N,,44.24910,7.759952,très facile,rien vu mais la face NW du Mondolé est restée vierge et ne faisait pas envie malgré la poudre...
04 fevrier 2019 ,Massif Central,E,,45.67727,3.826986,pente faible,ras
04 fevrier 2019 ,Bornes - Aravis,W,Borne-Fier ,45.8373,06.4159,30°,ras.
04 fevrier 2019 ,Bornes - Aravis,E,Faucigny ,46.0455,06.4436,large et tranquille,RAS
04 fevrier 2019 ,Vercors,E,Vercors ,44.9275,5.3211,<30°,RAS
04 fevrier 2019 ,Devoluy,NE,Devoluy ,44.6672,05.8579,30°,"ras, coulée (hier?)en vallon aiguilles, coulée main gauche en avant cabane"
03 fevrier 2019 ,Massif Central,E,,45.55671,2.856820,pente faible,nulle
03 fevrier 2019 ,Chartreuse,W,Grésivaudan ,45.23337,5.75080,Passages à 40°,RAS
03 fevrier 2019 ,Parc national du Daisetsusan - Japon,W,,43.66238,142.8354,35,aucune
03 fevrier 2019 ,Ubaye - Parpaillon - Alpes Cozie S,T,Ubaye ,44.40889,6.54972,35°/40° sur 400m,RAS........................................
03 fevrier 2019 ,Belledonne,W,Grésivaudan ,45.33131,6.02691,< 25%,"aucune dans les pentes abordées (30 à 35° max) mais sur des pentes plus raides, la neige est tellement légère qu'elle descendrait avec pas grand chose"
03 fevrier 2019 ,Chartreuse,W,,45.6155,5.803674,20°,RAS dans le coin
03 fevrier 2019 ,Chartreuse,T,Chartreuse ,45.2817,05.7199,35°/300m,"RAS, tombée sans vent sous 1600 env en forêt protégée, pas vue ailleurs..."
03 fevrier 2019 ,Chartreuse,W,Chartreuse ,45.3154,05.8090,30° max,RAS sur l'itinéraire
03 fevrier 2019 ,Chartreuse,NE,Chartreuse ,45.35778,5.74426,De 30 à 45° (voire plus),RAS
03 fevrier 2019 ,Massif Central,S,,44.90528,4.157543,max 45°/60m,RAS
03 fevrier 2019 ,Chablais - Faucigny,NW,Chablais ,46.21902,6.55836,25°/200 m,RAS
03 fevrier 2019 ,Vercors,NW,Vercors ,45.12417,5.59306,30,RAS
03 fevrier 2019 ,Luchon - Posets - Maladeta,W,,42.85573,0.62055,25° max,RAS sur l'itinéraire (pentes <30°). Les contre-pentes sous le vent du N sont très chargées.
03 fevrier 2019 ,Vosges,SE,,48.03424,7.045723,30° maxi,"ras coté vosgien légère couche de neige fraîche sur une croûte stabilisée ,visibilité trop réduite pour descendre en Alsace et corniches très importantes ,vent fort a très fort nord , nord est"
03 fevrier 2019 ,Bauges,NE,Bauges ,45.5914,06.0965,Passages à 30°,RAS mais on est resté en forêt .
03 fevrier 2019 ,Vercors,E,Vercors ,45.1761,05.6179,25° à 30° maxi,"Rien vu bouger, l'accès au Pas de l'Ours est vraiment chargé (accumulation >1m), beaucoup de travail du vent."
03 fevrier 2019 ,Vercors,SW,Vercors ,45.1528,05.6203,35°/200m,"RAS, la combe SO reste en générale bien abritée du vent."
03 fevrier 2019 ,Bornes - Aravis,W,Borne-Fier ,46.0018,06.5408,35° max (non obligatoire),"rien vu, mais les pentes sont chargées. Hier une grosse avalanche est partie sur l’itinéraire du Velard,apparemment  des pentes de la Tête du château. D’après des gens du coin pas partie depuis 1978... sur le chemin de Méry les couloirs ont purgé hier également, il n’était pas question d’y être hier, par exemple."
03 fevrier 2019 ,Préalpes de Digne,N,Ubaye ,44.38347,6.50335,30° maxi,ras
03 fevrier 2019 ,Vercors,T,Vercors ,45.1609,05.5992,30° maxi,"ras, pentes faibles, donc pas d'idées pour le plus raide. On est passés localement sur des 30°, super stabilité. La couche de dessus est peu cohérente, donc çane partait pas en plaques. En raide, risque de coulées probable, mais d'ampleur modérée (""juste"" les 30cm tombés) j'imagine."
03 fevrier 2019 ,Bornes - Aravis,NW,Borne-Fier ,46.0141,06.3012,40°/100m. dans le Monthieu,"Rien vu, le Monthieu est correct. Quelques restes de coulées de vendredi qui sont descendues à gauche du Monthieu et se sont arrêtées dans la forêt."
03 fevrier 2019 ,Ecrins,E,"Haute Durance, Briançonnais ",44.8277,6.4844,30° maxi,"RAS, aucun waouf, pas de trace de vent. Méfi quand même."
03 fevrier 2019 ,Bornes - Aravis,W,Borne-Fier ,45.8240,6.3342,30° max,RAS sur ces pentes majoritairement en forêt !
03 fevrier 2019 ,Massif Central,N,,45.41562,4.54877,25,RAS
03 fevrier 2019 ,Chablais - Faucigny,S,Faucigny ,46.1613,06.5568,30° sur 100 mètres sous le sommet,RAS pour le moment
03 fevrier 2019 ,Vanoise,SE,Tarentaise ,45.45507,6.69299,30° maxi,"RAS, neige froide et légère"
03 fevrier 2019 ,Devoluy,NE,Devoluy ,44.6682,05.9512,quelques pentes à 30° sur le haut,"rien observé d'alarmant, mis à part le vent qui souffle fort, transporte la neige... Mais peu d'accumulation sur ce versant NE qui prend bien le vent. Des woumfs sur le plat pour revenir au-niveau de la Cassouze."
03 fevrier 2019 ,Préalpes de provence,NW,,44.51854,5.93674,faible,ras
03 fevrier 2019 ,Bauges,NW,Bauges ,45.6107,06.1096,30°,Ras
02 fevrier 2019 ,Chablais - Faucigny,S,Chablais ,46.21902,6.55836,pente faible,RAS
02 fevrier 2019 ,Cerdagne - Capcir - Conflent,T,,42.49465,002.1709,passages 30° non obligatoires,rien
02 fevrier 2019 ,Cerdagne - Capcir - Conflent,NW,,42.39527,2.075833,Passages à 30°,RAS
02 fevrier 2019 ,Bauges,T,Bauges ,45.7577,6.22303,35°/40° sur 300m,ras
02 fevrier 2019 ,Préalpes apenzelloises,NE,,47.14697,9.43129,35-35 sous le sommet,néant
02 fevrier 2019 ,Vercors,W,Trièves Dévoluy ,44.9007,05.5706,25,néant
02 fevrier 2019 ,Chartreuse,W,Chartreuse ,45.3443,05.8165,30°,RAS sur l'itinéraire grosse coulé est face E du grand som
02 fevrier 2019 ,Vercors,W,Vercors ,45.1640,05.6264,Faible,RAS
02 fevrier 2019 ,Lauzière - Cheval Noir,SW,Maurienne ,45.3781,6.3514,Faible,RAS sur notre parcours
02 fevrier 2019 ,Vercors,W,Vercors ,45.1071,05.6038,30° max,Rien vu
01 fevrier 2019 ,Bornes - Aravis,E,Faucigny ,46.0455,06.4436,large et tranquille,ras
01 fevrier 2019 ,Massif Central,T,,45.08953,2.737462,Max 35°,néant ce jour. Ca a dû partir hier
31 janvier 2019 ,Haut Giffre - Aiguilles Rouges,SW,Faucigny ,46.06185,6.756591,35°,RAS
31 janvier 2019 ,Bornes - Aravis,E,Faucigny ,46.0455,06.4436,large et tranquille,RAS
31 janvier 2019 ,Belledonne,W,Grésivaudan ,45.33131,6.02691,< 25%,rien si ce n'est quelques sapins qui déchargent.
31 janvier 2019 ,Chartreuse,SW,Combe de Savoie ,45.48027,5.914989,30-35°,ras
31 janvier 2019 ,Belledonne,SW,Grésivaudan ,45.14037,5.88762,Passage 35°,Rien sur l'itinéraire.
31 janvier 2019 ,Bornes - Aravis,NE,Borne-Fier ,45.8467,06.3151,max 35°,aucune avalanche spontanée et les plaques formées sans doute hier sont nombreuses mais pas de déclenchement à notre passage
31 janvier 2019 ,Vorarlberg Allgau,N,,47.48562,10.60146,<30°,"En versant Sud de nombreuses fissures et reptations quelques fois écroulées (et des craquements entendus). Sur les pentes raides orientées Est, plaques pas encore toutes parties. Sous le sommet, plaque de 30cm sur 10m partie, mais pas trop descendue."
31 janvier 2019 ,Chartreuse,W,Chartreuse ,45.3443,05.8165,30°,"Ras, mais le manteau est bien chargé."
31 janvier 2019 ,Bauges,E,Bauges ,45.5957,06.1369,Passages à 30°,ras
31 janvier 2019 ,Chartreuse,W,Grésivaudan ,45.29762,5.84279,30°,ras
31 janvier 2019 ,Bornes - Aravis,W,Borne-Fier ,46.0141,06.3012,25° max,Néant...
31 janvier 2019 ,Chartreuse,T,Grésivaudan ,45.3559,05.9188,passages à 45°,"ras, un peu de travail du vent près des falaises."
31 janvier 2019 ,Chartreuse,E,Chartreuse ,45.31378,5.77518,Faible,RAS
30 janvier 2019 ,Parc national du Daisetsusan - Japon,NW,,43.43108,142.6425,30°/200m,aucune
30 janvier 2019 ,Ecrins,T,"Haute Durance, Briançonnais ",44.87937,6.589897,35° maxi,RAS; très important transport de neige
30 janvier 2019 ,Chartreuse,T,Chartreuse ,45.2817,05.7199,35°/300m,RAS
30 janvier 2019 ,Chartreuse,W,Grésivaudan ,45.29762,5.84279,30°,"rien vu, de toute façon, il va pleuvoir dessus demain"
30 janvier 2019 ,Chartreuse,NE,Combe de Savoie ,45.4775,5.93833,35,"Des woumfs après le pas de la Porte, dans la combe de sortie, sinon rien vu."
30 janvier 2019 ,Chartreuse,T,Chartreuse ,45.39988,5.79938,Passages à 35°,ras
30 janvier 2019 ,Bornes - Aravis,E,Faucigny ,46.0455,06.4436,large et tranquille,RAS
30 janvier 2019 ,Chablais - Faucigny,S,Faucigny ,46.0992,06.4383,max 30°,Ras mais de grosses accumulations du au vent
29 janvier 2019 ,Chartreuse,N,Chartreuse ,45.33112,5.84682,30 à 35°,aucune coulée visible. Ca a l'air stable
29 janvier 2019 ,Chartreuse,W,Chartreuse ,45.2890,5.7664,30° maxi,RAS
29 janvier 2019 ,Vanoise,S,Maurienne ,45.2513,06.4721,30°,"RAS, une bonne corniche sous la croix qui ne demande qu'à descendre, avec des accus en desssous."
29 janvier 2019 ,Haut Giffre - Aiguilles Rouges,N,Bas Valais - Chablais Vaudois ,46.22256,6.95885,35-40°/150,RAS
29 janvier 2019 ,Chartreuse,W,Chartreuse ,45.3154,05.8090,30° max,RAS mais de grosses accumulations en face EST Avec prudence on a suivi le BRA.
29 janvier 2019 ,Bornes - Aravis,W,Borne-Fier ,45.8028,06.3850,30°/ 100m,RAS sur cet itinéraire
29 janvier 2019 ,Chartreuse,E,Chartreuse ,45.31378,5.77518,Faible,ras
29 janvier 2019 ,Lauzière - Cheval Noir,S,Maurienne ,45.2831,06.4064,30 ° maxi,"Rien n'a bougé, mais deux wouff , un en montant, mais pente faible, puis un à la descente, j'ai eu coup de calcaire, car la pente Sud n'était pas loin de 30°, je n'ai pas traîné, et rejoins rapidement un col à droite de la croix du chatelard."
29 janvier 2019 ,Chartreuse,W,Chartreuse ,45.3154,05.8090,30° max,RAS
29 janvier 2019 ,Chartreuse,NE,Grésivaudan ,45.3559,05.9188,40°,RAS
29 janvier 2019 ,Bornes - Aravis,W,Borne-Fier ,45.8240,6.3342,30° max,"RAS, bien soufflé sur les crêtes"
28 janvier 2019 ,Ecrins,N,Champsaur ,44.6628,06.3179,35°,RAS
28 janvier 2019 ,Bornes - Aravis,E,Faucigny ,46.0455,06.4436,large et tranquille,RAS
28 janvier 2019 ,Vercors,W,Vercors ,45.1071,05.6038,30° max,RAS
28 janvier 2019 ,Chartreuse,N,Chartreuse ,45.35778,5.74426,30°,RAS
28 janvier 2019 ,Ecrins,E,"Haute Durance, Briançonnais ",44.8651,6.4862,35,RAS
28 janvier 2019 ,Bornes - Aravis,S,Borne-Fier ,46.0221,06.3232,30° max,Néant...
28 janvier 2019 ,Ecrins,SE,Champsaur ,44.6867,06.2338,35° maxi,RAS
28 janvier 2019 ,Vercors,W,Vercors ,45.1640,05.6264,Faible,RAS
28 janvier 2019 ,Bornes - Aravis,E,Faucigny ,46.0455,06.4436,large et tranquille,Ras sortie sûre en cas de risque avalanche
27 janvier 2019 ,Parc national du Shikotsu-Toya. Hokkaido,NW,,42.67145,141.1078,25,aucune pas assez de pente.
27 janvier 2019 ,Queyras - Alpes Cozie N,NE,Queyras ,44.69759,6.85885,30° maxi,RAS
27 janvier 2019 ,Devoluy,E,Devoluy ,44.6656,05.9468,35° maxi,RAS
27 janvier 2019 ,Mercantour - Alpes Maritimes Italiennes,T,Tinée ,44.18919,6.9289,35° pente sommitale,néant
27 janvier 2019 ,Vorarlberg Allgau,N,,47.51346,10.46268,<30°,RAS
27 janvier 2019 ,Massif Central,NE,,45.55671,2.856820,30° max,néant
27 janvier 2019 ,Chartreuse,E,Chartreuse ,45.4594,5.8581,<25°,ras
27 janvier 2019 ,Beaufortain,S,Tarentaise ,45.5924,06.6708,35°,RAS
27 janvier 2019 ,Belledonne,SW,Grésivaudan ,45.43083,6.18167,30° maxi,"RAS mais il y a des cuchons et du vent, ça doit pas sentir bon sous les crêtes"
27 janvier 2019 ,Bornes - Aravis,E,Faucigny ,46.0455,06.4436,large et tranquille,RAS
27 janvier 2019 ,Chartreuse,S,Chartreuse ,45.35508,5.78776,Faible,ras
26 janvier 2019 ,Belledonne,SW,Grésivaudan ,45.24319,5.979609,35° court,ras
26 janvier 2019 ,Parc national du Shikotsu-Toya. Hokkaido,S,,42.78759,140.7832,35°,aucune trace d'avalanche observé
26 janvier 2019 ,Préalpes apenzelloises,NE,,47.17963,9.43731,25,"aucune, terrain peu incliné sans danger objectif"
26 janvier 2019 ,Belledonne,NE,Maurienne ,45.31620,6.25053,40° sur 200 m passage à 45°,RAS mais coulées parties la veille en SE et S au-delà du Balais
26 janvier 2019 ,Bornes - Aravis,S,Vallée de l'Arve ,45.8703,06.5857,30,"rien à signaler, manteau parfaitement stable."
26 janvier 2019 ,Queyras - Alpes Cozie N,E,Queyras ,44.7569,06.9926,50° dans le haut,RAS
26 janvier 2019 ,Bauges,W,Bauges ,45.6459,06.0215,35°/250m,Néant
26 janvier 2019 ,Taillefer - Matheysine,NW,Matheysine et périphériques ,45.0233,05.8631,30°,RAS
26 janvier 2019 ,Belledonne,T,Grésivaudan ,45.1870,5.8994,40°,Rien noté d'inquiétant excepté au dessus de la cabane du Colon ou 30 cm de neige fraîche mais un peu lourde n'adhère pas à la sous couche bien dure.
26 janvier 2019 ,Luchon - Posets - Maladeta,N,,42.85195,0.518142,<25°,RAS - manteau d'apparence bien stabilisé dans ces orientations et à ces altitudes.
26 janvier 2019 ,Belledonne,SW,Oisans ,45.13065,6.01986,35°,RAS
26 janvier 2019 ,Belledonne,T,Maurienne ,45.29037,6.21708,35° maxi,RAS
26 janvier 2019 ,Belledonne,NW,Grésivaudan ,45.47054,6.191525,faible,"RAS sur notre itinéraire, 2 petites plaques au loin décrochées de l'arête du Grand Chat en Est."
26 janvier 2019 ,Lauzière - Cheval Noir,SE,Tarentaise ,45.4991,06.4317,32°/250m,RAS
26 janvier 2019 ,Vanoise,NW,Tarentaise ,45.5128,06.5963,30°,"ras ce jour, une fracture de reptation sous le sommet du Mont Jovet en Est."
26 janvier 2019 ,Bornes - Aravis,W,Borne-Fier ,46.0018,06.5408,30/35° dans les 50 derniers mètres,RAS malgré qqs accumulations dans les combes
26 janvier 2019 ,Belledonne,SW,Grésivaudan ,45.28252,6.074538,50° sur 50 m. puis 45° sur 200 m.,RAS mais pas mal d'accus dans toutes les orientations
26 janvier 2019 ,Belledonne,E,Oisans ,45.20321,6.04034,40°/150m,"rien vu bouger mais de nombreuses zones plaquées par le vent, donnant de bonnes zones cartonnées."
26 janvier 2019 ,Beaufortain,N,Tarentaise ,45.5805,06.6526,40°,RAS. En haut la pente sud ouest est à la fois gélée et cartonnée (on passe parfois au travers). nous  ne l'avons pas prise à la descente et avons préferé remonter à l'antecime pour redescendre sud. voir récit
26 janvier 2019 ,Belledonne,N,Grésivaudan ,45.24319,5.979609,45° sur 250m environ,RAS
26 janvier 2019 ,Chartreuse,T,Chartreuse ,45.35778,5.74426,30-35° sur 100m,Rien en partie forestière
26 janvier 2019 ,Belledonne,SW,Grésivaudan ,45.29704,6.07915,passages courts à 35°,aucune
26 janvier 2019 ,Devoluy,T,Devoluy ,44.6656,05.9468,passages à 30°,Rien observé de récent
26 janvier 2019 ,Beaufortain,NE,Vallée de l'Arve ,45.7921,06.7157,30°,rien de particulier sur l'itinéraire.
26 janvier 2019 ,Grandes Rousses - Arves,E,Maurienne ,45.2859,06.3021,30° pour la sortie au col,RAS
26 janvier 2019 ,Vercors,E,Trièves Dévoluy ,44.8924,05.5480,200m à 35/40°,"RAS pas vu de coulée, pas senti d'instabilité"
26 janvier 2019 ,Chablais - Faucigny,N,Chablais ,46.2507,06.7215,Sortie à 50° - Pente moyenne 46° sur 130m,aucune
26 janvier 2019 ,Cerces - Thabor - Mont Cenis,SE,"Haute Durance, Briançonnais ",44.93418,6.73208,35/200,RAS
26 janvier 2019 ,Bauges,W,Bauges ,45.73372,6.16853,<40°,RAS
26 janvier 2019 ,Alpes Grées N,W,Tarentaise ,45.51111,6.92361,35° max,"RAS sur tout l'itinéraire; Plaques formées par le vent dans les combes, mais faibles épaisseurs ( 15/20 cms)"
26 janvier 2019 ,Bauges,NW,Bauges ,45.7137,06.2753,35-40° sur 200 m,ras
26 janvier 2019 ,Bauges,E,Bauges ,45.63847,6.19243,30° maxi,Rien vu ni récent ni vieux
26 janvier 2019 ,Belledonne,NW,Grésivaudan ,45.2620,6.0481,"40° sur 200m, 45° court",Rien vu
26 janvier 2019 ,Belledonne,N,Grésivaudan ,45.24319,5.979609,45° sur 250m environ,RAS
26 janvier 2019 ,Vercors,SE,Trièves Dévoluy ,44.9581,05.5497,45°/50° sur 250m,"ras, très stavle sur l'ensemble. Quasi pas de transport vu, sauf dans des petits coins de la montée au dessus de la foret. Ca a énormément chauffé et pourtant rien n'a coulé. Goulotte en formation dans le tune."
26 janvier 2019 ,Ecrins,E,"Haute Durance, Briançonnais ",44.7421,06.4896,passages à 40°,RAS
26 janvier 2019 ,Ecrins,NE,Oisans ,45.01769,6.04073,passage 35°,néant
26 janvier 2019 ,Chartreuse,T,Chartreuse ,45.2817,05.7199,35°/300m,Rien observé mais le vent a beaucoup transporté de neige 1200 m.
26 janvier 2019 ,Bornes - Aravis,SE,Borne-Fier ,45.9774,06.4691,25°,RAS
26 janvier 2019 ,Bornes - Aravis,SW,Borne-Fier ,45.9231,06.4836,45°/50° sur 300m,RAS
